term,removal_reason,added_by,corpus_freq,ppm,doc_freq_prop,mean_tfidf,doc_entropy,temporal_coverage,is_fashion
acuity,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,0.0001176250512816093,0.15789748834526943,4,False
acumen,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.5789619302394726e-05,0.0,1,False
acupuncturist,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.804895760719871e-05,0.0,1,False
adage,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.51009306853639e-05,0.07894874417263471,2,False
adamant,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.388829105173807e-05,0.07894874417263471,2,False
adappling,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.3725318885281446e-05,0.0,1,False
adaptability,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00014323970416176243,0.1833133071505155,3,False
adaption,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.9760514716431098e-05,0.0,1,False
adaptive,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.249297342356487e-05,0.0,1,False
added,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.2684912094880673e-05,0.0,1,False
addedflash,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.833425147033982e-05,0.0,1,False
addendum,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.4305646504890928e-05,0.0,1,False
addict,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00013907637847113388,0.1833133071505155,4,False
addicted,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.803713156176894e-05,0.07894874417263471,2,False
addiction,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,8.420680902848205e-05,0.12513079899265392,3,False
additive,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.597739962021637e-05,0.0,1,False
addled,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.2349198064599516e-05,0.0,1,False
address,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00014028864010135812,0.1833133071505155,4,False
addressãthe,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.36496823531171e-05,0.0,1,False
ade,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.295193140992513e-05,0.07894874417263471,2,False
adequate,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,0.00011473964266962246,0.15789748834526943,4,False
adesigner,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.7429431499882156e-05,0.0,1,False
adherence,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,7.121431085010298e-05,0.07894874417263471,2,False
adhesive,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.978416749377215e-05,0.0,1,False
adieu,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,0.00012912973478480398,0.15789748834526943,3,False
adio,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,4.449695381950578e-05,0.0,1,False
adire,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,7.797204707974897e-05,0.12513079899265392,2,False
adistinct,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.182303855482584e-05,0.0,1,False
adjacent,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,0.0001189372305636371,0.15789748834526943,4,False
adjunct,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.9235358929533783e-05,0.0,1,False
adjustable,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00015396426096491673,0.1833133071505155,5,False
administration,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.7933534385482204e-05,0.07894874417263471,1,False
administrative,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.19449818692975e-05,0.0,1,False
admiral,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00012535217329004162,0.1833133071505155,3,False
admired,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,7.328434846142731e-05,0.07894874417263471,2,False
admittance,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.183026267659304e-05,0.0,1,False
admonishment,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.5366173388870218e-05,0.0,1,False
adolescence,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00013143875136279235,0.1833133071505155,5,False
adolescent,below_min_frequency,frequency_filter,5,12.397841783702294,0.0006152899553914783,0.0001418304792725198,0.15173380948146162,4,False
adorbs,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.39937597854074e-05,0.07894874417263471,2,False
adoring,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.479187776240964e-05,0.07894874417263471,2,False
adot,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.677353772187441e-05,0.0,1,False
adream,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.2791297947714635e-05,0.0,1,False
adrenalin,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.11034327820592e-05,0.07894874417263471,2,False
adress,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.6433825414313867e-05,0.0,1,False
adriatic,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,5.1111876742963825e-05,0.0,1,False
adrift,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.501265240333859e-05,0.0,1,False
adroit,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,0.0001010711149179041,0.12513079899265392,1,False
adropped,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.126210363661013e-05,0.0,1,False
adulation,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.1593819218561484e-05,0.0,1,False
adulthood,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,7.83809985627781e-05,0.12513079899265392,2,False
advancement,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.8713369998230575e-05,0.0,1,False
advantageous,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.8149893570881186e-05,0.0,1,False
advent,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.8226686667516258e-05,0.0,1,False
adventurer,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,8.916930849338812e-05,0.12513079899265392,3,False
adventuresome,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.970520434284563e-05,0.0,1,False
adventurousness,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.204675219044602e-05,0.0,1,False
adverse,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.9416539837747347e-05,0.0,1,False
adversity,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.0001243129624857035,0.1833133071505155,3,False
advert,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.775325386037663e-05,0.0,1,False
advisability,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.33758016203759e-05,0.07894874417263471,1,False
advisable,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.0994326352781125e-05,0.0,1,False
adviser,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,4.452497873909419e-05,0.07894874417263471,2,False
advisor,below_min_frequency,frequency_filter,2,4.959136713480918,0.00015382248884786957,6.501046676741522e-05,0.0,1,False
advisory,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.423305207579378e-05,0.07894874417263471,2,False
advocate,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.381477682979885e-05,0.07894874417263471,2,False
aegis,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,7.865742359192503e-05,0.07894874417263471,2,False
aeon,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.6388905375341628e-05,0.0,1,False
aerated,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,9.086454862911594e-05,0.15789748834526943,3,False
aerie,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.8446614743257036e-05,0.0,1,False
aerobics,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.3919026476918326e-05,0.0,1,False
aerodynamicism,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.4361749801472625e-05,0.0,1,False
aerodynamism,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.124758349930168e-05,0.0,1,False
aeronautic,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.6381838682301085e-05,0.0,1,False
aesthete,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,9.530712820240973e-05,0.12513079899265392,3,False
aestheticwill,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.3725318885281446e-05,0.0,1,False
affable,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.129232202347864e-05,0.07894874417263471,2,False
affect,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,9.497491767917861e-05,0.12513079899265392,1,False
affectation,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.368884511383089e-05,0.07894874417263471,2,False
affectionate,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.2075441997657165e-05,0.0,1,False
affenpinscher,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.572178596649805e-05,0.0,1,False
affiliation,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00014577339705943218,0.1833133071505155,3,False
affirmation,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,0.00010962257659035275,0.15789748834526943,4,False
affirmative,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,5.116009484577289e-05,0.0,1,False
affluent,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.7957434545433392e-05,0.0,1,False
affordability,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.5211144339831936e-05,0.0,1,False
afghani,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.106637662250985e-05,0.07894874417263471,1,False
afitted,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.490033679440835e-05,0.0,1,False
afresher,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.112825784924715e-05,0.0,1,False
afro,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,4.757885154790574e-05,0.07894874417263471,2,False
afrocentric,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.72021599214077e-05,0.0,1,False
afterall,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.421356827291553e-05,0.0,1,False
afterglow,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.6492222347643175e-05,0.0,1,False
afterlife,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.208219996383617e-05,0.0,1,False
aftermath,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,9.678222360279403e-05,0.15789748834526943,3,False
afterseveral,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.226066810246368e-05,0.0,1,False
againstharsher,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.8813323020716542e-05,0.0,1,False
agape,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.1815704348228335e-05,0.0,1,False
agate,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00014863742479623827,0.1833133071505155,4,False
agbada,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.1113908435567187e-05,0.0,1,False
agency,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,0.00010098083349788498,0.15789748834526943,4,False
agglomeration,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.8758277347538475e-05,0.0,1,False
aggrandizement,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.7295512045620757e-05,0.0,1,False
aggregation,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.0247987593381752e-05,0.0,1,False
aggressiveness,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.524427114486579e-05,0.0,1,False
aggrieved,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.556225084797977e-05,0.0,1,False
aggro,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.4430781732949715e-05,0.0,1,False
aghast,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,4.499932583912605e-05,0.07894874417263471,2,False
agility,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.928427116894003e-05,0.0,1,False
aging,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.555533882869719e-05,0.07894874417263471,2,False
agita,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.6618928127613754e-05,0.0,1,False
agitation,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.0749749539092997e-05,0.0,1,False
agitator,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.4384832043225455e-05,0.0,1,False
agitprop,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,7.83784681214504e-05,0.12513079899265392,3,False
ago,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.182895240358668e-05,0.07894874417263471,2,False
agog,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.840597127462942e-05,0.0,1,False
agonized,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,7.394801001925271e-05,0.07894874417263471,2,False
agonizing,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.606545762137112e-05,0.07894874417263471,2,False
agony,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00012839713758031223,0.1833133071505155,4,False
agreeable,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.2968155396670167e-05,0.07894874417263471,2,False
agreement,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.653544710172293e-05,0.07894874417263471,2,False
agricultural,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.5051543898015735e-05,0.0,1,False
agugliera,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.9856475776296463e-05,0.0,1,False
aha,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,7.306259454992286e-05,0.07894874417263471,2,False
ahem,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.61125218828557e-05,0.07894874417263471,2,False
ahistorical,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.491517129190582e-05,0.0,1,False
ahoy,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.952526843131755e-05,0.0,1,False
aide,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,9.278639107571858e-05,0.12513079899265392,3,False
aimless,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,9.080172282281136e-05,0.12513079899265392,3,False
aimlessness,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,4.553429034939691e-05,0.0,1,False
aimlessãas,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.5689954504633187e-05,0.0,1,False
air,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,0.00010386816759217762,0.12513079899265392,3,False
airborne,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,0.0001042028274377846,0.15789748834526943,3,False
airbrushing,below_min_frequency,frequency_filter,3,7.438705070221376,0.00046146746654360867,9.825124822688934e-05,0.12513079899265392,3,False
aircraft,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,2.363320729710118e-05,0.0,1,False
airless,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,5.946369833517793e-05,0.07894874417263471,2,False
airline,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.676396872271776e-05,0.07894874417263471,2,False
airof,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.479277699733391e-05,0.0,1,False
airplay,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.369040883055813e-05,0.0,1,False
airport,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,0.000126038354881586,0.15789748834526943,3,False
airtime,below_min_frequency,frequency_filter,4,9.918273426961836,0.0006152899553914783,0.00012900122165329368,0.15789748834526943,3,False
ajacket,below_min_frequency,frequency_filter,1,2.479568356740459,0.00015382248884786957,3.303246219662941e-05,0.0,1,False
alarm,below_min_frequency,frequency_filter,2,4.959136713480918,0.00030764497769573913,6.358903662548971e-05,0.07894874417263471,1,False
alarming,below_min_frequency,frequency_filter,5,12.397841783702294,0.0007691124442393477,0.00014483072587413246,0.1833133071505155,5,False
